0,1,2,3,4,5,label
2.412333333333334E+009,1.802736222743988E-001,1.687471522018313E-003,-2.104760846123099E-003,5.245610373094678E-004,,Corridor
2.412500000000000E+009,1.806570589542389E-001,-6.159008480608463E-004,-2.319774590432644E-003,5.874108755961061E-004,,Corridor
2.412666666666667E+009,1.811892092227936E-001,-3.047607606276870E-003,-2.401693956926465E-003,9.062396129593253E-004,,Corridor
2.412833333333334E+009,1.817817538976669E-001,-5.311029031872749E-003,-2.462882781401277E-003,8.594896644353867E-004,,Corridor
2.413000000000000E+009,1.825467497110367E-001,-7.592793088406324E-003,-2.712712856009603E-003,9.300887468270958E-004,,Corridor
2.413166666666667E+009,1.831371486186981E-001,-9.730974212288857E-003,-2.387394430115819E-003,1.196707133203745E-003,,Corridor
2.413333333333334E+009,1.841615289449692E-001,-1.200136914849281E-002,-2.445825608447194E-003,1.225325977429748E-003,,Corridor
2.413500000000000E+009,1.851085722446442E-001,-1.421683561056852E-002,-2.488435478881002E-003,1.414273749105632E-003,,Corridor
2.413666666666667E+009,1.863307505846024E-001,-1.627692393958569E-002,-2.590200165286660E-003,1.696175662800670E-003,,Corridor
2.413833333333334E+009,1.870707869529724E-001,-1.821424067020416E-002,-2.367562614381313E-003,1.975746592506766E-003,,Corridor
2.414000000000000E+009,1.880160868167877E-001,-2.007284015417099E-002,-2.199924550950527E-003,2.155103255063295E-003,,Corridor
2.414166666666667E+009,1.892191022634506E-001,-2.193588949739933E-002,-2.224262803792954E-003,2.120202872902155E-003,,Corridor
2.414333333333334E+009,1.902946829795837E-001,-2.387829311192036E-002,-2.065209904685617E-003,2.373717492446303E-003,,Corridor
2.414500000000000E+009,1.915576606988907E-001,-2.539440244436264E-002,-1.944971736520529E-003,2.446612576022744E-003,,Corridor
2.414666666666667E+009,1.924613267183304E-001,-2.669314853847027E-002,-1.823526108637452E-003,2.580445725470781E-003,,Corridor
2.414833333333334E+009,1.935742497444153E-001,-2.808184176683426E-002,-1.891405554488301E-003,2.688969485461712E-003,,Corridor
2.415000000000000E+009,1.946224272251129E-001,-2.950132265686989E-002,-1.569580519571900E-003,2.763210562989116E-003,,Corridor
2.415166666666667E+009,1.959539204835892E-001,-3.059205971658230E-002,-1.351390499621630E-003,2.852675970643759E-003,,Corridor
2.415333333333334E+009,1.969102472066879E-001,-3.155699372291565E-002,-1.247238251380622E-003,2.649352885782719E-003,,Corridor
2.415500000000000E+009,1.979112923145294E-001,-3.218910098075867E-002,-1.101202797144651E-003,2.888273913413286E-003,,Corridor
2.415666666666667E+009,1.987976282835007E-001,-3.323338553309441E-002,-1.139629166573286E-003,3.055600216612220E-003,,Corridor
2.415833333333334E+009,1.997046768665314E-001,-3.383320197463036E-002,-7.903986843302846E-004,2.875799546018243E-003,,Corridor
2.416000000000000E+009,2.003659605979919E-001,-3.442103788256645E-002,-7.822841289453208E-004,3.021926386281848E-003,,Corridor
2.416166666666667E+009,2.011122405529022E-001,-3.496748581528664E-002,-5.363089148886502E-004,3.073558444157243E-003,,Corridor
2.416333333333334E+009,2.016659229993820E-001,-3.529004007577896E-002,-4.230735939927399E-004,2.962668426334858E-003,,Corridor
2.416500000000000E+009,2.021676301956177E-001,-3.565497696399689E-002,-3.316207148600370E-004,3.035924164578319E-003,,Corridor
2.416666666666667E+009,2.024920433759689E-001,-3.600858896970749E-002,-2.213911066064611E-004,3.051877720281482E-003,,Corridor
2.416833333333334E+009,2.026413381099701E-001,-3.615481033921242E-002,-8.460775279672816E-005,3.128355601802468E-003,,Corridor
2.417000000000000E+009,2.028192281723023E-001,-3.641347959637642E-002,-1.805469401006121E-005,3.026673570275307E-003,,Corridor
2.417166666666667E+009,2.027152478694916E-001,-3.633327409625053E-002,2.659286255948246E-004,3.124089911580086E-003,,Corridor
2.417333333333334E+009,2.023542225360870E-001,-3.627510741353035E-002,3.892134700436145E-004,3.024238627403975E-003,,Corridor
2.417500000000000E+009,2.021095007658005E-001,-3.638123348355293E-002,5.551809445023537E-004,3.025810932740569E-003,,Corridor
2.417666666666667E+009,2.018330097198486E-001,-3.617875277996063E-002,6.378268590196967E-004,2.817500382661820E-003,,Corridor
2.417833333333334E+009,2.014717012643814E-001,-3.614707291126251E-002,8.317318279296160E-004,2.819956745952368E-003,,Corridor
2.418000000000000E+009,2.009867727756500E-001,-3.588036075234413E-002,8.738983306102455E-004,2.750029787421227E-003,,Corridor
2.418166666666667E+009,2.003191411495209E-001,-3.585015609860420E-002,1.090565463528037E-003,2.795160980895162E-003,,Corridor
2.418333333333334E+009,1.995361745357513E-001,-3.578176349401474E-002,1.319180591963232E-003,2.479993272572756E-003,,Corridor
2.418500000000000E+009,1.985985487699509E-001,-3.590801358222961E-002,1.395923201926053E-003,2.400901401415467E-003,,Corridor
2.418666666666667E+009,1.979250311851502E-001,-3.598776459693909E-002,1.329899765551090E-003,2.379961777478457E-003,,Corridor
2.418833333333334E+009,1.968311816453934E-001,-3.616832941770554E-002,1.602711388841271E-003,2.352972049266100E-003,,Corridor
2.419000000000000E+009,1.958317309617996E-001,-3.647313266992569E-002,1.522874343208969E-003,2.153316745534539E-003,,Corridor
2.419166666666667E+009,1.945904195308685E-001,-3.687315061688423E-002,1.593724824488163E-003,2.054491546005011E-003,,Corridor
2.419333333333334E+009,1.934507191181183E-001,-3.733904659748077E-002,1.600971561856568E-003,1.826069899834693E-003,,Corridor
2.419500000000000E+009,1.921648830175400E-001,-3.788461536169052E-002,1.677441759966314E-003,1.788080087862909E-003,,Corridor
2.419666666666667E+009,1.908535063266754E-001,-3.875327482819557E-002,1.513943425379694E-003,1.681917347013950E-003,,Corridor
2.419833333333334E+009,1.892829239368439E-001,-3.940726816654205E-002,1.549389446154237E-003,1.433916040696204E-003,,Corridor
2.420000000000000E+009,1.880456358194351E-001,-4.033687710762024E-002,1.590222935192287E-003,1.493178191594780E-003,,Corridor
2.420166666666667E+009,1.866452991962433E-001,-4.133065044879913E-002,1.480164588429034E-003,1.350111328065395E-003,,Corridor
2.420333333333334E+009,1.850732117891312E-001,-4.264369979500771E-002,1.468231319449842E-003,1.172456541098654E-003,,Corridor
2.420500000000000E+009,1.835691630840302E-001,-4.396405071020126E-002,1.454551122151315E-003,1.204431056976318E-003,,Corridor
2.420666666666667E+009,1.820035725831986E-001,-4.506498575210571E-002,1.468401402235031E-003,1.114709419198334E-003,,Corridor
2.420833333333334E+009,1.806111782789230E-001,-4.651007056236267E-002,1.486502238549292E-003,1.102215494029224E-003,,Corridor
2.421000000000000E+009,1.789772212505341E-001,-4.816002398729324E-002,1.133845071308315E-003,1.272635883651674E-003,,Corridor
2.421166666666667E+009,1.776996999979019E-001,-4.979047924280167E-002,1.422693021595478E-003,1.092291437089443E-003,,Corridor
2.421333333333334E+009,1.761799752712250E-001,-5.130624398589134E-002,1.399993081577122E-003,1.056845881976187E-003,,Corridor
2.421500000000000E+009,1.750408411026001E-001,-5.304779112339020E-002,1.487072790041566E-003,1.030726591125131E-003,,Corridor
2.421666666666667E+009,1.738122105598450E-001,-5.486419796943665E-002,1.505500171333551E-003,9.553774725645781E-004,,Corridor
2.421833333333334E+009,1.727363616228104E-001,-5.641853436827660E-002,1.377690001390874E-003,1.169633469544351E-003,,Corridor
2.422000000000000E+009,1.716845035552979E-001,-5.827933177351952E-002,1.400310895405710E-003,9.106260840781033E-004,,Corridor
2.422166666666667E+009,1.708201915025711E-001,-6.029614433646202E-002,1.553210429847240E-003,1.015286310575903E-003,,Corridor
2.422333333333334E+009,1.699370145797730E-001,-6.211924925446510E-002,1.383576192893088E-003,8.344250381924212E-004,,Corridor
2.422500000000000E+009,1.690747886896133E-001,-6.398391723632813E-002,1.450338633731008E-003,8.779485360719264E-004,,Corridor
2.422666666666667E+009,1.685394793748856E-001,-6.576483696699143E-002,1.336485263891518E-003,8.044890710152686E-004,,Corridor
2.422833333333334E+009,1.680866628885269E-001,-6.775126606225967E-002,1.424001296982169E-003,9.263931424356997E-004,,Corridor
2.423000000000000E+009,1.674937009811401E-001,-6.960945576429367E-002,1.231933129020035E-003,7.508054259233177E-004,,Corridor
2.423166666666667E+009,1.672289073467255E-001,-7.149118185043335E-002,1.314646098762751E-003,6.685432163067162E-004,,Corridor
2.423333333333334E+009,1.668939143419266E-001,-7.338463515043259E-002,1.276597729884088E-003,8.162290323525667E-004,,Corridor
2.423500000000000E+009,1.669175773859024E-001,-7.521472871303558E-002,1.363191520795226E-003,7.941888761706650E-004,,Corridor
2.423666666666667E+009,1.669211536645889E-001,-7.688186317682266E-002,1.313950633630157E-003,7.616518414579332E-004,,Corridor
2.423833333333334E+009,1.668472588062286E-001,-7.869630306959152E-002,1.517302123829722E-003,7.964965770952404E-004,,Corridor
2.424000000000000E+009,1.669508218765259E-001,-8.051744103431702E-002,1.506964676082134E-003,8.021360845305026E-004,,Corridor
2.424166666666667E+009,1.669006943702698E-001,-8.203539997339249E-002,1.372222555801272E-003,7.603740086778998E-004,,Corridor
2.424333333333334E+009,1.671600490808487E-001,-8.342141658067703E-002,1.474837306886911E-003,7.992835598997772E-004,,Corridor
2.424500000000000E+009,1.674609184265137E-001,-8.514270186424255E-002,1.362328184768558E-003,5.874412599951029E-004,,Corridor
2.424666666666667E+009,1.676100045442581E-001,-8.644879609346390E-002,1.508031273260713E-003,6.213491433300078E-004,,Corridor
2.424833333333334E+009,1.680500358343124E-001,-8.762589842081070E-002,1.540549215860665E-003,6.645635003224015E-004,,Corridor
2.425000000000000E+009,1.684505343437195E-001,-8.886846154928207E-002,1.531352987512946E-003,5.766556714661419E-004,,Corridor
2.425166666666667E+009,1.686108559370041E-001,-8.995423465967178E-002,1.529368804767728E-003,4.719178250525147E-004,,Corridor
2.425333333333334E+009,1.691048890352249E-001,-9.090194106101990E-002,1.611473853699863E-003,5.326714599505067E-004,,Corridor
2.425500000000000E+009,1.694907099008560E-001,-9.197724610567093E-002,1.682088943198323E-003,4.523293173406273E-004,,Corridor
2.425666666666667E+009,1.698007285594940E-001,-9.260029345750809E-002,1.646173652261496E-003,4.267922486178577E-004,,Corridor
2.425833333333334E+009,1.702279746532440E-001,-9.350096434354782E-002,1.557865529321134E-003,5.243563791736960E-004,,Corridor
2.426000000000000E+009,1.706724315881729E-001,-9.399986267089844E-002,1.792445662431419E-003,5.664756172336638E-004,,Corridor
2.426166666666667E+009,1.711533516645432E-001,-9.459681063890457E-002,1.756866229698062E-003,4.502219671849161E-004,,Corridor
2.426333333333334E+009,1.712200492620468E-001,-9.519413858652115E-002,1.661628833971918E-003,4.448770778253675E-004,,Corridor
2.426500000000000E+009,1.715727746486664E-001,-9.568538516759872E-002,1.773497555404902E-003,3.814504307229072E-004,,Corridor
2.426666666666667E+009,1.718063652515411E-001,-9.616398066282272E-002,1.875895541161299E-003,4.412176785990596E-004,,Corridor
2.426833333333334E+009,1.722061932086945E-001,-9.656359255313873E-002,1.921136397868395E-003,4.545381525531411E-004,,Corridor
2.427000000000000E+009,1.721464395523071E-001,-9.700917452573776E-002,2.029853872954845E-003,2.492360072210431E-004,,Corridor
2.427166666666667E+009,1.722596138715744E-001,-9.727735817432404E-002,1.975966151803732E-003,1.815783762140200E-004,,Corridor
2.427333333333334E+009,1.721478253602982E-001,-9.769257158041000E-002,2.107077743858099E-003,3.597911563701928E-004,,Corridor
2.427500000000000E+009,1.720743179321289E-001,-9.811817854642868E-002,2.175528090447187E-003,7.547881978098303E-005,,Corridor
2.427666666666667E+009,1.716906577348709E-001,-9.837354719638825E-002,2.259394852444530E-003,-5.177195635042153E-005,,Corridor
2.427833333333334E+009,1.715112775564194E-001,-9.873138368129730E-002,2.211070386692882E-003,-3.337904854561202E-005,,Corridor
2.428000000000000E+009,1.709841489791870E-001,-9.917079657316208E-002,2.269853604957461E-003,-1.244388258783147E-004,,Corridor
2.428166666666667E+009,1.706449836492539E-001,-9.943949431180954E-002,2.284623449668288E-003,-2.759853960014880E-004,,Corridor
2.428333333333334E+009,1.698622405529022E-001,-1.000812500715256E-001,2.337782410904765E-003,-4.079097998328507E-004,,Corridor
2.428500000000000E+009,1.692525297403336E-001,-1.004166975617409E-001,2.325324108824134E-003,-4.933738964609802E-004,,Corridor
2.428666666666667E+009,1.684451103210449E-001,-1.008843183517456E-001,2.535335952416062E-003,-4.844203940592706E-004,,Corridor
2.428833333333334E+009,1.675151586532593E-001,-1.016357466578484E-001,2.411823719739914E-003,-8.423691033385694E-004,,Corridor
2.429000000000000E+009,1.665367037057877E-001,-1.022251993417740E-001,2.311621559783816E-003,-8.409424917772412E-004,,Corridor
2.429166666666667E+009,1.654535233974457E-001,-1.028715372085571E-001,2.253846963867545E-003,-1.081709051504731E-003,,Corridor
2.429333333333334E+009,1.640151292085648E-001,-1.035618111491203E-001,2.191948238760233E-003,-1.160796731710434E-003,,Corridor
2.429500000000000E+009,1.628516912460327E-001,-1.044974029064179E-001,2.101124962791801E-003,-1.280947006307542E-003,,Corridor
2.429666666666667E+009,1.616329699754715E-001,-1.051998063921928E-001,2.019924344494939E-003,-1.472613774240017E-003,,Corridor
2.429833333333334E+009,1.601121872663498E-001,-1.060939282178879E-001,1.750280265696347E-003,-1.503589563071728E-003,,Corridor
2.430000000000000E+009,1.585176587104797E-001,-1.069704443216324E-001,1.807279535569251E-003,-1.536458847112954E-003,,Corridor
2.430166666666667E+009,1.571334451436997E-001,-1.078348979353905E-001,1.514133997261524E-003,-1.672031125053763E-003,,Corridor
2.430333333333334E+009,1.555680781602860E-001,-1.089373975992203E-001,1.462147454731166E-003,-1.475894823670387E-003,,Corridor
2.430500000000000E+009,1.539770364761353E-001,-1.096956282854080E-001,1.328074489720166E-003,-1.589083345606923E-003,,Corridor
2.430666666666667E+009,1.525705307722092E-001,-1.107926815748215E-001,1.252602669410408E-003,-1.545431790873408E-003,,Corridor
2.430833333333334E+009,1.510608494281769E-001,-1.116501763463020E-001,1.227319822646678E-003,-1.555385882966220E-003,,Corridor
2.431000000000000E+009,1.495179384946823E-001,-1.128065660595894E-001,1.058459514752030E-003,-1.476116711273789E-003,,Corridor
2.431166666666667E+009,1.480822861194611E-001,-1.138818636536598E-001,1.134478254243732E-003,-1.360154943540692E-003,,Corridor
2.431333333333334E+009,1.470455974340439E-001,-1.149652898311615E-001,1.186721376143396E-003,-1.312257722020149E-003,,Corridor
2.431500000000000E+009,1.458810120820999E-001,-1.162315532565117E-001,1.204411732032895E-003,-1.397801330313087E-003,,Corridor
2.431666666666667E+009,1.447035670280457E-001,-1.173783019185066E-001,1.077670836821199E-003,-1.396921114064753E-003,,Corridor
2.431833333333334E+009,1.437237709760666E-001,-1.186884865164757E-001,1.109651639126241E-003,-1.548433792777360E-003,,Corridor
2.432000000000000E+009,1.427452862262726E-001,-1.200483888387680E-001,1.092202961444855E-003,-1.549740321934223E-003,,Corridor
2.432166666666667E+009,1.418592184782028E-001,-1.212915778160095E-001,1.126751187257469E-003,-1.462454674765468E-003,,Corridor
2.432333333333334E+009,1.411637067794800E-001,-1.225192993879318E-001,1.023515011183918E-003,-1.540773664601147E-003,,Corridor
2.432500000000000E+009,1.404451578855515E-001,-1.241196319460869E-001,8.296553278341889E-004,-1.630210317671299E-003,,Corridor
2.432666666666667E+009,1.399490088224411E-001,-1.255780756473541E-001,9.776789229363203E-004,-1.514593604952097E-003,,Corridor
2.432833333333334E+009,1.394580602645874E-001,-1.270366609096527E-001,1.043749507516623E-003,-1.692041871137917E-003,,Corridor
2.433000000000000E+009,1.389594078063965E-001,-1.284376978874207E-001,1.002328470349312E-003,-1.674524042755365E-003,,Corridor
2.433166666666667E+009,1.385667175054550E-001,-1.297543048858643E-001,9.163313661701977E-004,-1.699772546999157E-003,,Corridor
2.433333333333334E+009,1.383004337549210E-001,-1.310739815235138E-001,1.003500423394144E-003,-1.786373904906213E-003,,Corridor
2.433500000000000E+009,1.378912776708603E-001,-1.326241791248322E-001,8.396767079830170E-004,-1.911590225063264E-003,,Corridor
2.433666666666667E+009,1.375522613525391E-001,-1.336550563573837E-001,8.654818520881236E-004,-2.064303960651159E-003,,Corridor
2.433833333333334E+009,1.373075842857361E-001,-1.352032870054245E-001,7.587185828015208E-004,-2.079458907246590E-003,,Corridor
2.434000000000000E+009,1.372349709272385E-001,-1.362221539020538E-001,7.058705668896437E-004,-2.046270994469523E-003,,Corridor
2.434166666666667E+009,1.370352804660797E-001,-1.371899992227554E-001,4.236660606693476E-004,-2.017903840169311E-003,,Corridor
2.434333333333334E+009,1.366806477308273E-001,-1.380978077650070E-001,4.219523398205638E-004,-2.067163819447160E-003,,Corridor
2.434500000000000E+009,1.369151324033737E-001,-1.388827711343765E-001,2.319815248483792E-004,-2.077374840155244E-003,,Corridor
2.434666666666667E+009,1.368946731090546E-001,-1.396755874156952E-001,1.979012304218486E-004,-2.064749598503113E-003,,Corridor
2.434833333333334E+009,1.368705928325653E-001,-1.402912586927414E-001,2.922942439909093E-005,-2.234886400401592E-003,,Corridor
2.435000000000000E+009,1.370511800050736E-001,-1.408164948225021E-001,-1.573691843077540E-004,-2.155359135940671E-003,,Corridor
2.435166666666667E+009,1.371358484029770E-001,-1.411743760108948E-001,-5.821345621370710E-005,-1.906378776766360E-003,,Corridor
2.435333333333334E+009,1.372155547142029E-001,-1.415901631116867E-001,-2.726919192355126E-004,-1.885799225419760E-003,,Corridor
2.435500000000000E+009,1.374830454587936E-001,-1.417827904224396E-001,-3.867855702992529E-004,-1.751212403178215E-003,,Corridor
2.435666666666667E+009,1.375833451747894E-001,-1.422361284494400E-001,-4.330790252424777E-004,-1.688816584646702E-003,,Corridor
2.435833333333334E+009,1.377337872982025E-001,-1.423323005437851E-001,-3.915955312550068E-004,-1.659633941017091E-003,,Corridor
2.436000000000000E+009,1.378274708986282E-001,-1.423571556806564E-001,-4.012420831713826E-004,-1.587852253578603E-003,,Corridor
2.436166666666667E+009,1.377775371074677E-001,-1.424957215785980E-001,-3.567239036783576E-004,-1.556947478093207E-003,,Corridor
2.436333333333334E+009,1.376115828752518E-001,-1.425328850746155E-001,-3.598490729928017E-004,-1.465800683945417E-003,,Corridor
2.436500000000000E+009,1.375340223312378E-001,-1.422716230154038E-001,-3.200724313501269E-004,-1.491965609602630E-003,,Corridor
2.436666666666667E+009,1.373123377561569E-001,-1.419173032045364E-001,-2.938924590125680E-004,-1.532044843770564E-003,,Corridor
2.436833333333334E+009,1.369776427745819E-001,-1.418417990207672E-001,-2.291953860549256E-004,-1.425166381523013E-003,,Corridor
2.437000000000000E+009,1.367089003324509E-001,-1.415831744670868E-001,-4.063315864186734E-004,-1.467472175136209E-003,,Corridor
